name,genre,score,director,actor_2_name,actor_1_name,gross,budget
UHF,Comedy,7.0,Jay Levey,Gedde Watanabe,Fran Drescher,6157157.0,5000000.0
Star Trek V: The Final Frontier,Action,5.5,William Shatner,Nichelle Nichols,Leonard Nimoy,52210049.0,27800000.0
Black Rain,Action,6.6,Ridley Scott,Ken Takakura,Stephen Root,134212055.0,30000000.0
Troop Beverly Hills,Adventure,5.8,Jeff Kanew,Shelley Long,Craig T. Nelson,8508843.0,18000000.0
Driving Miss Daisy,Drama,7.4,Bruce Beresford,Jessica Tandy,Morgan Freeman,145793296.0,7500000.0
A Nightmare on Elm Street 5: The Dream Child,Fantasy,5.1,Stephen Hopkins,Kelly Jo Minter,Lisa Wilcox,22168359.0,8000000.0
Sea of Love,Crime,6.8,Harold Becker,Michael O'Neill,Al Pacino,110879513.0,19000000.0
Henry V,Action,7.5,Kenneth Branagh,Derek Jacobi,Brian Blessed,10161099.0,9000000.0
Friday the 13th Part VIII: Jason Takes Manhattan,Adventure,4.6,Rob Hedden,Peter Mark Richman,Kane Hodder,14343976.0,5000000.0
New York Stories,Comedy,6.4,Woody Allen,Larry David,Woody Allen,10763469.0,15000000.0
We're No Angels,Comedy,6.1,Neil Jordan,Demi Moore,Robert De Niro,10555348.0,20000000.0
The Blood of Heroes,Action,6.5,David Webb Peoples,Joan Chen,Delroy Lindo,882290.0,10000000.0
Out Cold,Comedy,5.5,Malcolm Mowbray,Jason London,Lee Majors,294266.0,11000000.0
The Phantom of the Opera,Drama,5.5,Dwight H. Little,Minnie Driver,Gerard Butler,3953745.0,70000000.0
The Toxic Avenger Part II,Action,5.1,Michael Herz,Jessica Dublin,Phoebe Legere,792966.0,2300000.0
Goodfellas,Biography,8.7,Martin Scorsese,Mike Starr,Robert De Niro,46963277.0,25000000.0
The Godfather: Part III,Crime,7.6,Francis Ford Coppola,Joe Mantegna,Al Pacino,136861392.0,54000000.0
Total Recall,Action,7.5,Paul Verhoeven,Rachel Ticotin,Ronny Cox,261317921.0,65000000.0
Pretty Woman,Comedy,7.0,Garry Marshall,Hector Elizondo,Julia Roberts,463406268.0,14000000.0
Home Alone,Comedy,7.6,Chris Columbus,Devin Ratray,Macaulay Culkin,476684675.0,18000000.0
Ghost,Drama,7.1,Jerry Zucker,Tony Goldwyn,Demi Moore,505703557.0,22000000.0
Dances with Wolves,Adventure,8.0,Kevin Costner,Michael Spears,Mary McDonnell,424208848.0,22000000.0
Tremors,Comedy,7.1,Ron Underwood,Ariana Richards,Reba McEntire,16667084.0,11000000.0
Die Hard 2,Action,7.1,Renny Harlin,John Amos,Bruce Willis,240031274.0,70000000.0
Kindergarten Cop,Action,6.2,Ivan Reitman,Cathy Moriarty,Richard Tyson,201957688.0,26000000.0
Teenage Mutant Ninja Turtles,Action,6.8,Steve Barron,Danny Woodburn,Noel Fisher,201965915.0,125000000.0
Edward Scissorhands,Drama,7.9,Tim Burton,Dianne Wiest,Johnny Depp,86024005.0,20000000.0
The Hunt for Red October,Action,7.6,John McTiernan,Jeffrey Jones,Scott Glenn,200512643.0,30000000.0
Dick Tracy,Action,6.1,Warren Beatty,Warren Beatty,Charlie Korsmo,162738726.0,100000000.0
Predator 2,Action,6.3,Stephen Hopkins,Robert Davi,Adam Baldwin,57120318.0,35000000.0
Back to the Future Part III,Adventure,7.4,Robert Zemeckis,Jeffrey Weissman,Lea Thompson,245077583.0,40000000.0
Arachnophobia,Comedy,6.4,Frank Marshall,Peter Jason,Julian Sands,53208180.0,31000000.0
Days of Thunder,Action,6.1,Tony Scott,Robert Duvall,Tom Cruise,157920733.0,60000000.0
Gremlins 2: The New Batch,Comedy,6.4,Joe Dante,Robert Picardo,Christopher Lee,41482207.0,50000000.0
Child's Play 2,Horror,5.9,John Lafia,Beth Grant,Jenny Agutter,35763605.0,13000000.0
Slacker,Comedy,7.1,Richard Linklater,Richard Linklater,Tommy Pallotta,1228108.0,23000.0
Flatliners,Drama,6.6,Joel Schumacher,Oliver Platt,Julia Roberts,61489265.0,26000000.0
Quigley Down Under,Action,6.9,Simon Wincer,Tom Selleck,Alan Rickman,21413105.0,20000000.0
Night of the Living Dead,Horror,6.9,Tom Savini,Duane Jones,Judith O'Dea,5835247.0,114000.0
Hamlet,Drama,6.7,Franco Zeffirelli,Brian Blessed,Julie Christie,20710451.0,18000000.0
The Adventures of Ford Fairlane,Action,6.4,Renny Harlin,Gilbert Gottfried,Lauren Holly,21413502.0,40000000.0
Mo' Better Blues,Drama,6.6,Spike Lee,Nicholas Turturro,Denzel Washington,16153593.0,10000000.0
The Rookie,Action,5.9,Clint Eastwood,Jay Hernandez,Dennis Quaid,21633874.0,20000000.0
Metropolitan,Comedy,7.4,Whit Stillman,Taylor Nichols,Chris Eigeman,2960492.0,225000.0
Two Evil Eyes,Horror,6.1,Dario Argento,Adrienne Barbeau,John Amos,349618.0,9000000.0
Trust,Comedy,7.4,Hal Hartley,Jordan Trovillion,Noah Emmerich,357400.0,9500000.0
Everybody's Fine,Drama,7.7,Giuseppe Tornatore,James Frain,Robert De Niro,1745470.0,21000000.0
Spaced Invaders,Adventure,5.3,Patrick Read Johnson,Royal Dano,Ariana Richards,15369573.0,3000000.0
Where the Heart Is,Comedy,6.0,John Boorman,James Frain,Natalie Portman,1106475.0,15000000.0
Terminator 2: Judgment Day,Action,8.5,James Cameron,Jenette Goldstein,Joe Morton,520881154.0,102000000.0
Point Break,Action,7.3,Kathryn Bigelow,Edgar Ramírez,Ray Winstone,83531958.0,105000000.0
The Silence of the Lambs,Crime,8.6,Jonathan Demme,Scott Glenn,Anthony Hopkins,272742922.0,19000000.0
Hook,Adventure,6.8,Steven Spielberg,Julia Roberts,Robin Williams,300854823.0,70000000.0
Boyz n the Hood,Crime,7.8,John Singleton,Lloyd Avery II,John Cothran,57529070.0,6000000.0
Cape Fear,Crime,7.3,Martin Scorsese,Robert Mitchum,Robert De Niro,182291969.0,35000000.0
The Addams Family,Comedy,6.9,Barry Sonnenfeld,Raul Julia,Anjelica Huston,191502426.0,38000000.0
Y Tu Mamá También,Drama,7.6,Alfonso Cuarón,Daniel Giménez Cacho,Maribel Verdú,33616692.0,2000000.0
Robin Hood: Prince of Thieves,Action,6.9,Kevin Reynolds,Morgan Freeman,Alan Rickman,390493908.0,48000000.0
The Doors,Biography,7.2,Oliver Stone,Kevin Dillon,Michael Wincott,34416893.0,38000000.0
JFK,Drama,8.0,Oliver Stone,Jay O. Sanders,Sally Kirkland,205405498.0,40000000.0
My Girl,Comedy,6.9,Howard Zieff,Jamie Lee Curtis,Macaulay Culkin,59489799.0,16500000.0
Bill & Ted's Bogus Journey,Adventure,6.3,Peter Hewitt,George Carlin,Keanu Reeves,38039850.0,20000000.0
The Fisher King,Comedy,7.5,Terry Gilliam,David Hyde Pierce,Jeff Bridges,41895491.0,24000000.0
Return to the Blue Lagoon,Adventure,5.2,William A. Graham,Wayne Pygram,Milla Jovovich,2807854.0,11000000.0
Star Trek VI: The Undiscovered Country,Action,7.2,Nicholas Meyer,Kurtwood Smith,Leonard Nimoy,96888996.0,30000000.0
My Own Private Idaho,Drama,7.0,Gus Van Sant,Udo Kier,Keanu Reeves,6401336.0,2500000.0
Hudson Hawk,Action,5.8,Michael Lehmann,James Coburn,Bruce Willis,17218080.0,70000000.0
The Prince of Tides,Drama,6.7,Barbra Streisand,Blythe Danner,George Carlin,74787599.0,30000000.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action,6.0,Michael Pressman,Paige Turco,Kevin Nash,78656813.0,25000000.0
The Naked Gun 2½: The Smell of Fear,Comedy,6.9,David Zucker,Priscilla Presley,George Kennedy,86930411.0,23000000.0
Double Impact,Action,5.6,Sheldon Lettich,Alonna Shaw,Bolo Yeung,30102717.0,15000000.0
Freddy's Dead: The Final Nightmare,Fantasy,4.9,Rachel Talalay,Tom Arnold,Johnny Depp,34872033.0,8500000.0
Stone Cold,Action,6.0,Craig R. Baxley,Sam McMurray,Brian Bosworth,9151887.0,17000000.0
Showdown in Little Tokyo,Action,6.1,Mark L. Lester,Tia Carrere,Cary-Hiroyuki Tagawa,2275557.0,8000000.0
Harley Davidson and the Marlboro Man,Action,6.1,Simon Wincer,Tia Carrere,Vanessa Williams,7434726.0,23000000.0
Flight of the Intruder,Action,5.8,John Milius,Dann Florek,Rosanna Arquette,14587732.0,35000000.0
Rush,Action,6.8,Lili Fini Zanuck,Olivia Wilde,Chris Hemsworth,7241350.0,38000000.0
White Fang,Adventure,6.7,Randal Kleiser,Klaus Maria Brandauer,Seymour Cassel,34793160.0,14000000.0
Shattered,Crime,6.5,Wolfgang Petersen,Nicholas Lea,Gerard Butler,11511031.0,20000000.0
Johnny Suede,Comedy,5.8,Tom DiCillo,Tina Louise,Brad Pitt,90091.0,500000.0
House Party 2,Comedy,5.3,George Jackson,Tisha Campbell-Martin,William Schallert,19438638.0,5000000.0
Beastmaster 2: Through the Portal of Time,Action,4.1,Sylvio Tabet,Kari Wuhrer,Michael Berryman,869325.0,6000000.0
The Unborn,Drama,4.6,Rodman Flender,Atticus Shaffer,Gary Oldman,1159578.0,16000000.0
Reservoir Dogs,Crime,8.3,Quentin Tarantino,Steve Buscemi,Quentin Tarantino,2913644.0,1200000.0
My Cousin Vinny,Comedy,7.6,Jonathan Lynn,Bruce McGill,Fred Gwynne,64088552.0,11000000.0
The Last of the Mohicans,Action,7.7,Michael Mann,Terry Kinney,Wes Studi,75505856.0,40000000.0
Unforgiven,Drama,8.2,Clint Eastwood,Morgan Freeman,Clint Eastwood,159157447.0,14400000.0
A Few Good Men,Drama,7.7,Rob Reiner,Demi Moore,Tom Cruise,243240178.0,40000000.0
A League of Their Own,Comedy,7.3,Penny Marshall,Lori Petty,Tom Hanks,132440069.0,40000000.0
The Bodyguard,Action,6.3,Mick Jackson,Mike Starr,Bill Cobbs,411006740.0,25000000.0
Batman Returns,Action,7.0,Tim Burton,Vincent Schiavelli,Michael Gough,266892996.0,80000000.0
The Mighty Ducks,Comedy,6.6,Stephen Herek,Shaun Weiss,Lane Smith,50752337.0,10000000.0
Aladdin,Animation,8.0,Ron Clements,Frank Welker,Robin Williams,504050219.0,28000000.0
Alien 3,Action,6.5,David Fincher,Holt McCallany,Charles S. Dutton,159814498.0,50000000.0
Death Becomes Her,Comedy,6.6,Robert Zemeckis,Meryl Streep,Bruce Willis,149022650.0,55000000.0
The Crying Game,Crime,7.3,Neil Jordan,Miranda Richardson,Jim Broadbent,62548947.0,2300000.0
Glengarry Glen Ross,Crime,7.7,James Foley,Al Pacino,Kevin Spacey,10725228.0,12500000.0
Wayne's World,Comedy,7.0,Penelope Spheeris,Lara Flynn Boyle,Tia Carrere,183097323.0,20000000.0
Army of Darkness,Comedy,7.5,Sam Raimi,Bridget Fonda,Patricia Tallman,11502976.0,13000000.0
Buffy the Vampire Slayer,Action,5.7,Fran Rubel Kuzui,Alyson Hannigan,Sarah Michelle Gellar,16624456.0,2300000.0
Home Alone 2: Lost in New York,Adventure,6.8,Chris Columbus,Kieran Culkin,Macaulay Culkin,358994850.0,18000000.0
Malcolm X,Biography,7.7,Spike Lee,Delroy Lindo,Denzel Washington,48169910.0,33000000.0
Patriot Games,Action,6.9,Phillip Noyce,Polly Walker,Harrison Ford,178051587.0,45000000.0
The Lawnmower Man,Horror,5.4,Brett Leonard,Austin O'Brien,Jeff Fahey,32100816.0,10000000.0
Lethal Weapon 3,Action,6.7,Richard Donner,Nick Chinlund,Rene Russo,321731527.0,35000000.0
El Mariachi,Action,6.9,Robert Rodriguez,Peter Marquardt,Carlos Gallardo,2040920.0,7000.0
Hoffa,Biography,6.6,Danny DeVito,J.T. Walsh,Frank Whaley,29302121.0,35000000.0
Radio Flyer,Drama,7.0,Richard Donner,Thomas Ian Nicholas,Adam Baldwin,4651977.0,35000000.0
Raising Cain,Crime,6.1,Brian De Palma,Gabrielle Carteris,Steven Bauer,37170057.0,12000000.0
Gladiator,Action,6.5,Rowdy Herrington,Connie Nielsen,Djimon Hounsou,9223441.0,103000000.0
Split Second,Action,6.2,Tony Maylam,Alun Armstrong,Michael J. Pollard,5430822.0,7000000.0
Boomerang,Comedy,5.5,Reginald Hudlin,Eartha Kitt,John Witherspoon,131052444.0,40000000.0
Medicine Man,Adventure,6.0,John McTiernan,José Wilker,Lorraine Bracco,45500797.0,40000000.0
Fortress,Action,5.9,Stuart Gordon,Kurtwood Smith,Christopher Lambert,6739141.0,8000000.0
Memoirs of an Invisible Man,Comedy,6.0,John Carpenter,Michael McKean,Richard Epcar,14358033.0,40000000.0
Hero,Comedy,6.5,Stephen Frears,Tony Chiu Wai Leung,Jet Li,19507345.0,31000000.0
The Muppet Christmas Carol,Comedy,7.7,Brian Henson,Jerry Nelson,Steven Mackintosh,32574382.0,12000000.0
Light Sleeper,Crime,6.8,Paul Schrader,Jane Adams,Dana Delany,1055987.0,5000000.0
Tombstone,Action,7.8,George P. Cosmatos,Dana Delany,Michael Biehn,56505065.0,25000000.0
Jurassic Park,Action,8.1,Steven Spielberg,Ariana Richards,Wayne Knight,1033928303.0,63000000.0
Dazed and Confused,Comedy,7.6,Richard Linklater,Adam Goldberg,Milla Jovovich,7993039.0,6900000.0
Schindler's List,Biography,8.9,Steven Spielberg,Embeth Davidtz,Liam Neeson,322161245.0,22000000.0
True Romance,Crime,7.9,Tony Scott,Gary Oldman,Brad Pitt,13088850.0,13000000.0
What's Eating Gilbert Grape,Drama,7.7,Lasse Hallström,Leonardo DiCaprio,Johnny Depp,10032765.0,11000000.0
Hocus Pocus,Comedy,6.9,Kenny Ortega,Omri Katz,Vinessa Shaw,44947705.0,28000000.0
Mrs. Doubtfire,Comedy,7.0,Chris Columbus,Mara Wilson,Robin Williams,441286195.0,25000000.0
The Fugitive,Action,7.8,Andrew Davis,Daniel Roebuck,Harrison Ford,368875760.0,44000000.0
The Pelican Brief,Crime,6.6,Alan J. Pakula,Julia Roberts,Denzel Washington,195268056.0,45000000.0
The Firm,Drama,6.8,Sydney Pollack,Holly Hunter,Tom Cruise,270248367.0,42000000.0
Last Action Hero,Action,6.4,John McTiernan,Tom Noonan,F. Murray Abraham,137298489.0,70000000.0
Groundhog Day,Comedy,8.0,Harold Ramis,Chris Elliott,Bill Murray,71074049.0,14600000.0
Philadelphia,Drama,7.7,Jonathan Demme,Tom Hanks,Denzel Washington,206678440.0,26000000.0
Super Mario Bros.,Adventure,4.1,Annabel Jankel,Fisher Stevens,Bob Hoskins,20915465.0,42000000.0
Cliffhanger,Action,6.4,Renny Harlin,Leon,Sylvester Stallone,255000211.0,70000000.0
The Piano,Drama,7.6,Jane Campion,Ian Mune,Holly Hunter,40185556.0,7000000.0
"Blood In, Blood Out",Crime,8.0,Taylor Hackford,Jesse Borrego,Delroy Lindo,4496583.0,35000000.0
Alive,Biography,7.1,Frank Marshall,Danny Nucci,Illeana Douglas,36733909.0,32000000.0
The Age of Innocence,Drama,7.2,Martin Scorsese,Geraldine Chaplin,Richard E. Grant,32255440.0,30000000.0
Menace II Society,Crime,7.5,Albert Hughes,Larenz Tate,Jada Pinkett Smith,27912072.0,3500000.0
Gettysburg,Drama,7.6,Ron Maxwell,William Morgan Sheppard,Tom Berenger,10769960.0,25000000.0
The Three Musketeers,Action,6.4,Stephen Herek,Logan Lerman,Milla Jovovich,53898845.0,75000000.0
RoboCop 3,Action,4.1,Fred Dekker,Rip Torn,CCH Pounder,10696210.0,23500000.0
The Remains of the Day,Drama,7.8,James Ivory,Peter Vaughan,Anthony Hopkins,23237911.0,11500000.0
Cool Runnings,Adventure,7.0,Jon Turteltaub,Leon,Doug E. Doug,154856263.0,15000000.0
Much Ado About Nothing,Comedy,7.3,Kenneth Branagh,Denzel Washington,Keanu Reeves,22549338.0,8000000.0
Loaded Weapon 1,Action,6.2,Gene Quintano,Lin Shaye,Jon Lovitz,27979399.0,8200000.0
Return of the Living Dead III,Horror,5.9,Brian Yuzna,Kent McCord,Melinda Clarke,54207.0,2000000.0
Killing Zoe,Crime,6.5,Roger Avary,Salvator Xuereb,Eric Stoltz,418961.0,1500000.0
Romeo Is Bleeding,Crime,6.6,Peter Medak,Michael Wincott,Gary Oldman,3275585.0,11500000.0
Teenage Mutant Ninja Turtles III,Action,4.8,Stuart Gillard,John Aylward,Paige Turco,42273609.0,17000000.0
Airborne,Adventure,6.3,Rob Bowman,Jacob Vargas,Alanna Ubach,2850263.0,2600000.0
Poetic Justice,Drama,6.1,John Singleton,Khandi Alexander,Janet Jackson,27515786.0,14000000.0
Ruby in Paradise,Drama,7.0,Victor Nunez,Todd Field,Allison Dean,1001437.0,800000.0
Shadowlands,Biography,7.3,Richard Attenborough,James Frain,Anthony Hopkins,25842377.0,22000000.0
Nowhere to Run,Action,5.7,Robert Harmon,Rosanna Arquette,Kieran Culkin,22189039.0,15000000.0
Les visiteurs,Comedy,7.1,Jean-Marie Poiré,Isabelle Nanty,Christian Clavier,659810.0,50000000.0
The Adventures of Huck Finn,Adventure,6.2,Stephen Sommers,Frances Conroy,Curtis Armstrong,24103594.0,6500000.0
Only the Strong,Action,6.6,Sheldon Lettich,Ryan Bollman,Antoni Corone,3283371.0,6000000.0
Warlock: The Armageddon,Action,5.4,Anthony Hickox,Zach Galligan,Julian Sands,3902679.0,3000000.0
Deadfall,Crime,4.0,Christopher Coppola,Olivia Wilde,Charlie Hunnam,18369.0,12000000.0
Sugar Hill,Crime,5.9,Leon Ichaso,Clarence Williams III,Khandi Alexander,18225518.0,10000000.0
Madadayo,Drama,7.3,Akira Kurosawa,Tetsu Watanabe,Tatsuo Matsumura,596.0,11900000.0
The Nutcracker,Family,5.9,Emile Ardolino,Kyra Nichols,Darci Kistler,2119994.0,19000000.0
The Shawshank Redemption,Drama,9.3,Frank Darabont,Jeffrey DeMunn,Morgan Freeman,28817291.0,25000000.0
Pulp Fiction,Crime,8.9,Quentin Tarantino,Eric Stoltz,Bruce Willis,213928762.0,8000000.0
Forrest Gump,Drama,8.8,Robert Zemeckis,Siobhan Fallon Hogan,Tom Hanks,678226133.0,55000000.0
True Lies,Action,7.2,James Cameron,Tia Carrere,Jamie Lee Curtis,378882411.0,115000000.0
The Lion King,Animation,8.5,Roger Allers,Nathan Lane,Matthew Broderick,1083720877.0,45000000.0
The Mask,Action,6.9,Chuck Russell,Amy Yasbeck,Peter Greene,351583407.0,18000000.0
Speed,Action,7.2,Jan de Bont,Alan Ruck,Keanu Reeves,350448145.0,25000000.0
Legends of the Fall,Drama,7.5,Edward Zwick,Brad Pitt,Anthony Hopkins,160638883.0,30000000.0
The Crow,Action,7.6,Alex Proyas,Bai Ling,Michael Wincott,50693129.0,23000000.0
Four Weddings and a Funeral,Comedy,7.1,Mike Newell,James Fleet,Kristin Scott Thomas,245700832.0,4500000.0
The Flintstones,Comedy,4.9,Brian Levant,Elizabeth Perkins,Jonathan Winters,341631208.0,45000000.0
Ace Ventura: Pet Detective,Comedy,6.9,Tom Shadyac,Udo Kier,Sean Young,107217396.0,12000000.0
Little Women,Drama,7.3,Gillian Armstrong,Kirsten Dunst,Christian Bale,50083616.0,15000000.0
Street Fighter,Action,4.0,Steven E. de Souza,Raul Julia,Ming-Na Wen,99431786.0,35000000.0
Clear and Present Danger,Action,6.9,Phillip Noyce,Dean Jones,Harrison Ford,215887717.0,62000000.0
Heavenly Creatures,Biography,7.3,Peter Jackson,Jed Brophy,Kate Winslet,3049135.0,5000000.0
Clerks,Comedy,7.7,Kevin Smith,Brian O'Halloran,Jason Mewes,3151130.0,230000.0
Wyatt Earp,Adventure,6.7,Lawrence Kasdan,Catherine O'Hara,Dennis Quaid,25052000.0,63000000.0
Ed Wood,Biography,7.8,Tim Burton,Bill Murray,Johnny Depp,5887457.0,18000000.0
Star Trek: Generations,Action,6.6,David Carson,Alan Ruck,LeVar Burton,118071125.0,35000000.0
Disclosure,Drama,6.1,Barry Levinson,Dylan Baker,Demi Moore,214015089.0,55000000.0
Beverly Hills Cop III,Action,5.6,John Landis,Jon Tenney,Louis Lombardi,119208989.0,55000000.0
New Nightmare,Fantasy,6.5,Wes Craven,Heather Langenkamp,Miko Hughes,19721741.0,8000000.0
Baby's Day Out,Adventure,6.2,Patrick Read Johnson,Lara Flynn Boyle,Joe Mantegna,16827402.0,50000000.0
The River Wild,Adventure,6.4,Curtis Hanson,Glenn Morshower,Meryl Streep,94216343.0,45000000.0
The Client,Crime,6.7,Joel Schumacher,Anthony LaPaglia,Bradley Whitford,117615211.0,45000000.0
Wolf,Drama,6.2,Mike Nichols,Peter Gerety,David Hyde Pierce,131002597.0,70000000.0
The Jungle Book,Adventure,6.0,Stephen Sommers,Bill Murray,Scarlett Johansson,43229904.0,175000000.0
The Hudsucker Proxy,Comedy,7.2,Joel Coen,Bill Cobbs,Jennifer Jason Leigh,2816518.0,30000000.0
Timecop,Action,5.9,Peter Hyams,Bruce McGill,Mia Sara,101646581.0,27000000.0
The Santa Clause,Comedy,6.5,John Pasquin,Eric Lloyd,Judge Reinhold,190539357.0,22000000.0
The Specialist,Action,5.6,Luis Llosa,Rod Steiger,Sylvester Stallone,170362582.0,45000000.0
Serial Mom,Comedy,6.8,John Waters,Sam Waterston,Kathleen Turner,7820688.0,13000000.0
The Shadow,Action,6.1,Russell Mulcahy,Peter Boyle,Jonathan Winters,48063435.0,25000000.0
Don Juan DeMarco,Comedy,6.7,Jeremy Leven,Marlon Brando,Johnny Depp,68792531.0,25000000.0
Exotica,Drama,7.1,Atom Egoyan,Mia Kirshner,Bruce Greenwood,4221036.0,2000000.0
PCU,Comedy,6.6,Hart Bochner,Matt Ross,Jon Favreau,4330020.0,8000000.0
The Postman,Biography,7.7,Michael Radford,Brian Anthony Wilson,Olivia Williams,21898920.0,80000000.0
Police Academy: Mission to Moscow,Comedy,3.5,Alan Metter,Michael Winslow,Christopher Lee,126247.0,6200000.0
On Deadly Ground,Action,4.6,Steven Seagal,Joan Chen,Mike Starr,38590458.0,50000000.0
Bullets Over Broadway,Comedy,7.4,Woody Allen,Chazz Palminteri,Jim Broadbent,13383747.0,20000000.0
Crooklyn,Comedy,7.0,Spike Lee,Delroy Lindo,Alfre Woodard,13642861.0,14000000.0
The Legend of Drunken Master,Action,7.6,Chia-Liang Liu,Anita Mui,Andy Lau,11555430.0,2000000.0
Renaissance Man,Comedy,6.2,Penny Marshall,Cliff Robertson,Ed Begley Jr.,24332324.0,40000000.0
No Escape,Action,6.1,Martin Campbell,Claire Geare,Sterling Jerins,15339030.0,5000000.0
Highlander: The Final Dimension,Action,4.5,Andrew Morahan,Mako,Christopher Lambert,12303080.0,26000000.0
3 Ninjas Kick Back,Action,4.6,Charles T. Kanganis,Dustin Nguyen,Victor Wong,11798854.0,20000000.0
A Low Down Dirty Shame,Action,6.0,Keenen Ivory Wayans,Salli Richardson-Whitfield,Jada Pinkett Smith,29392418.0,10000000.0
Priest,Drama,7.1,Antonia Bird,Alan Dale,Josh Wingate,4165845.0,60000000.0
There Goes My Baby,Comedy,6.4,Floyd Mutrux,Kelli Williams,Ricky Schroder,123509.0,10500000.0
Rapa Nui,Action,6.4,Kevin Reynolds,Jason Scott Lee,Esai Morales,305070.0,20000000.0
Clueless,Comedy,6.8,Amy Heckerling,Dan Hedaya,Donald Faison,56631572.0,12000000.0
Se7en,Crime,8.6,David Fincher,Brad Pitt,Morgan Freeman,327333559.0,33000000.0
Braveheart,Biography,8.3,Mel Gibson,Patrick McGoohan,Mhairi Calvey,213216216.0,72000000.0
Apollo 13,Adventure,7.6,Ron Howard,Miko Hughes,Tom Hanks,355237933.0,62000000.0
The Usual Suspects,Crime,8.5,Bryan Singer,Chazz Palminteri,Kevin Spacey,23341568.0,6000000.0
Casino,Crime,8.2,Martin Scorsese,Don Rickles,Robert De Niro,116112375.0,52000000.0
Congo,Action,5.2,Frank Marshall,Joe Don Baker,Dylan Walsh,152022101.0,50000000.0
Batman Forever,Action,5.4,Joel Schumacher,Rene Auberjonois,Michael Gough,336567158.0,100000000.0
Kids,Drama,7.1,Larry Clark,Leo Fitzpatrick,Rosario Dawson,7412216.0,1500000.0
Toy Story,Animation,8.3,John Lasseter,John Ratzenberger,Tom Hanks,394436586.0,30000000.0
Desperado,Action,7.2,Robert Rodriguez,Steve Buscemi,Quentin Tarantino,25405445.0,7000000.0
Die Hard with a Vengeance,Action,7.6,John McTiernan,Aldis Hodge,Bruce Willis,366101666.0,90000000.0
Mortal Kombat,Action,5.8,Paul W.S. Anderson,Cary-Hiroyuki Tagawa,Christopher Lambert,122195920.0,18000000.0
Mallrats,Comedy,7.1,Kevin Smith,Jason Mewes,Ethan Suplee,2122561.0,6000000.0
Leaving Las Vegas,Drama,7.5,Mike Figgis,Valeria Golino,Nicolas Cage,32029928.0,3600000.0
Showgirls,Drama,4.9,Paul Verhoeven,Elizabeth Berkley,Bobbie Phillips,20358624.0,45000000.0
Before Sunrise,Drama,8.1,Richard Linklater,Hans Weingartner,Hanno Pöschl,5987386.0,2500000.0
