Movie_Title,Director,Actors,Total_Gross,main_genre
United 93,Paul Greengrass,"David Alan Basche, Olivia Thirlby, Liza Colón-Zayas, J.J. Johnson",$31.57M,Action
Huo Yuan Jia,Ronny Yu,"Jet Li, Li Sun, Yong Dong, Yun Qu",$24.63M,Action
Kung Fu Panda,"Directors:Mark Osborne, John Stevenson","Jack Black, Ian McShane, Angelina Jolie, Dustin Hoffman",$215.43M,Animation
Harry Potter and the Half-Blood Prince,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon",$301.96M,Action
300,Zack Snyder,"Gerard Butler, Lena Headey, David Wenham, Dominic West",$210.61M,Action
Watchmen,Zack Snyder,"Jackie Earle Haley, Patrick Wilson, Carla Gugino, Malin Akerman",$107.51M,Action
Batoru rowaiaru,Kinji Fukasaku,"Tatsuya Fujiwara, Aki Maeda, Tarô Yamamoto, Chiaki Kuriyama",Gross Unkown,Action
Vampire Hunter D: Bloodlust,"Directors:Jack Fletcher, Yoshiaki Kawajiri","Andrew Philpot, John Rafter Lee, Pamela Adlon, Wendee Lee",$0.15M,Animation
Enemy at the Gates,Jean-Jacques Annaud,"Jude Law, Ed Harris, Joseph Fiennes, Rachel Weisz",$51.40M,Action
Star Wars: Episode III - Revenge of the Sith,George Lucas,"Hayden Christensen, Natalie Portman, Ewan McGregor, Samuel L. Jackson",$380.26M,Action
The Fifth Element,Luc Besson,"Bruce Willis, Milla Jovovich, Gary Oldman, Ian Holm",$63.54M,Action
Star Trek: First Contact,Jonathan Frakes,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",$92.00M,Action
Die Hard: With a Vengeance,John McTiernan,"Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene",$100.01M,Action
Falling Down,Joel Schumacher,"Michael Douglas, Robert Duvall, Barbara Hershey, Rachel Ticotin",$40.90M,Action
RoboCop,Paul Verhoeven,"Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox",$53.42M,Action
Lethal Weapon,Richard Donner,"Mel Gibson, Danny Glover, Gary Busey, Mitchell Ryan",$65.21M,Action
Mad Max 2,George Miller,"Mel Gibson, Bruce Spence, Michael Preston, Max Phipps",$12.47M,Action
Rupan sansei: Kariosutoro no shiro,Hayao Miyazaki,"Yasuo Yamada, Eiko Masuyama, Kiyoshi Kobayashi, Makio Inoue",Gross Unkown,Animation
Escape from Alcatraz,Don Siegel,"Clint Eastwood, Patrick McGoohan, Roberts Blossom, Jack Thibeau",$43.00M,Action
The Taking of Pelham One Two Three,Joseph Sargent,"Walter Matthau, Robert Shaw, Martin Balsam, Hector Elizondo",$2.49M,Action
Enter the Dragon,Robert Clouse,"Bruce Lee, John Saxon, Jim Kelly, Ahna Capri",$25.00M,Action
Where Eagles Dare,Brian G. Hutton,"Richard Burton, Clint Eastwood, Mary Ure, Patrick Wymark",Gross Unkown,Action
Tanhaji: The Unsung Warrior,Om Raut,"Ajay Devgn, Saif Ali Khan, Sharad Kelkar, Kajol",Gross Unkown,Action
Upgrade,Leigh Whannell,"Logan Marshall-Green, Melanie Vallejo, Steve Danielsen, Abby Craden",$11.98M,Action
Mersal,Atlee,"Joseph Vijay, Nithya Menen, S.J. Suryah, Samantha Ruth Prabhu",Gross Unkown,Action
Fury,David Ayer,"Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña",$85.82M,Action
The Hunger Games: Catching Fire,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman",$424.67M,Action
Delhi Belly,"Directors:Abhinay Deo, Akshat Verma","Imran Khan, Vir Das, Kunaal Roy Kapur, Shenaz Treasury",$1.53M,Action
Waar,Bilal Lashari,"Shaan Shahid, Hamza Ali Abbasi, Shamoon Abbasi, Ayesha Khan",Gross Unkown,Action
Hodejegerne,Morten Tyldum,"Aksel Hennie, Synnøve Macody Lund, Nikolaj Coster-Waldau, Julie R. Ølgaard",$1.20M,Action
Jûsan-nin no shikaku,Takashi Miike,"Kôji Yakusho, Takayuki Yamada, Yûsuke Iseya, Ikki Sawamura",$0.80M,Action
Yip Man 2,Wilson Yip,"Donnie Yen, Xiaoming Huang, Sammo Kam-Bo Hung, Lynn Xiong",$0.21M,Action
L'instinct de mort,Jean-François Richet,"Vincent Cassel, Cécile de France, Gérard Depardieu, Gilles Lellouche",$0.55M,Action
Doctor Strange,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong",$232.64M,Action
Retfærdighedens ryttere,Anders Thomas Jensen,"Mads Mikkelsen, Nikolaj Lie Kaas, Andrea Heick Gadeberg, Lars Brygmann",Gross Unkown,Action
Lone Survivor,Peter Berg,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster",$125.10M,Action
Source Code,Duncan Jones,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright",$54.71M,Action
Grindhouse,"Directors:Robert Rodriguez, Eli Roth, Quentin Tarantino, Edgar Wright, Rob Zombie","Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell",$25.04M,Action
Dalkomhan insaeng,Jee-woon Kim,"Lee Byung-hun, Shin Min-a, Yeong-cheol Kim, Hwang Jung-min",Gross Unkown,Action
Jodhaa Akbar,Ashutosh Gowariker,"Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha",$3.44M,Action
Scott Pilgrim vs. the World,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Anna Kendrick",$31.49M,Action
Munich,Steven Spielberg,"Eric Bana, Daniel Craig, Marie-Josée Croze, Ciarán Hinds",$47.40M,Action
Shi mian mai fu,Yimou Zhang,"Ziyi Zhang, Takeshi Kaneshiro, Andy Lau, Dandan Song",$11.05M,Action
Harry Potter and the Order of the Phoenix,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Brendan Gleeson",$292.00M,Action
Collateral,Michael Mann,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo",$101.01M,Action
Zatôichi,Takeshi Kitano,"Takeshi Kitano, Tadanobu Asano, Yui Natsukawa, Michiyo Yasuda",$0.85M,Action
Jui kuen II,"Directors:Chia-Liang Liu, Jackie Chan","Jackie Chan, Ho-Sung Pak, Lung Ti, Anita Mui",$11.55M,Action
The Crow,Alex Proyas,"Brandon Lee, Michael Wincott, Rochelle Davis, Ernie Hudson",$50.69M,Action
Total Recall,Paul Verhoeven,"Arnold Schwarzenegger, Sharon Stone, Michael Ironside, Rachel Ticotin",$119.39M,Action
The Hunt for Red October,John McTiernan,"Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill",$122.01M,Action
Batman,Tim Burton,"Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl",$251.19M,Action
Midnight Run,Martin Brest,"Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton",$38.41M,Action
Ging chaat goo si,"Directors:Jackie Chan, Chi-Hwa Chen","Jackie Chan, Maggie Cheung, Brigitte Lin, Yuen Chor",$0.11M,Action
Indiana Jones and the Temple of Doom,Steven Spielberg,"Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri",$179.87M,Action
The Warriors,Walter Hill,"Michael Beck, James Remar, Dorsey Wright, Brian Tyler",$22.49M,Action
Tora! Tora! Tora!,"Directors:Richard Fleischer, Kinji Fukasaku, Toshio Masuda, Akira Kurosawa","Martin Balsam, Sô Yamamura, Jason Robards, Joseph Cotten",$29.55M,Action
It's a Mad Mad Mad Mad World,Stanley Kramer,"Spencer Tracy, Milton Berle, Ethel Merman, Mickey Rooney",$46.30M,Action
The Guns of Navarone,J. Lee Thompson,"David Niven, Gregory Peck, Anthony Quinn, Anthony Quayle",$28.90M,Action
Shang-Chi and the Legend of the Ten Rings,Destin Daniel Cretton,"Simu Liu, Awkwafina, Tony Chiu-Wai Leung, Ben Kingsley",$224.54M,Action
Nobody,Ilya Naishuller,"Bob Odenkirk, Aleksey Serebryakov, Connie Nielsen, Christopher Lloyd",$27.27M,Action
Spider-Man: Far from Home,Jon Watts,"Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei",$390.53M,Action
John Wick: Chapter 3 - Parabellum,Chad Stahelski,"Keanu Reeves, Halle Berry, Ian McShane, Laurence Fishburne",$171.02M,Action
John Wick: Chapter 2,Chad Stahelski,"Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose",$92.03M,Action
The Last Duel,Ridley Scott,"Matt Damon, Adam Driver, Jodie Comer, Harriet Walter",Gross Unkown,Action
War for the Planet of the Apes,Matt Reeves,"Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval",$146.88M,Action
John Wick,"Directors:Chad Stahelski, David Leitch","Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe",$43.04M,Action
Predestination,"Directors:Michael Spierig, Peter Spierig","Ethan Hawke, Sarah Snook, Noah Taylor, Madeleine West",$0.07M,Action
How to Train Your Dragon: The Hidden World,Dean DeBlois,"Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett",$160.80M,Animation
Mission: Impossible - Rogue Nation,Christopher McQuarrie,"Tom Cruise, Rebecca Ferguson, Jeremy Renner, Simon Pegg",$195.04M,Action
Spider-Man: Homecoming,Jon Watts,"Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei",$334.20M,Action
Rurôni Kenshin: Meiji kenkaku roman tan,Keishi Otomo,"Takeru Satoh, Emi Takei, Yû Aoi, Munetaka Aoki",Gross Unkown,Action
Ready Player One,Steven Spielberg,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe",$137.69M,Action
Sherlock Holmes: A Game of Shadows,Guy Ritchie,"Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams",$186.85M,Action
Samâ uôzu,Mamoru Hosoda,"Ryûnosuke Kamiki, Nanami Sakuraba, Mitsuki Tanimura, Takahiro Yokokawa",$0.08M,Animation
Looper,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano",$66.49M,Action
Mission: Impossible - Ghost Protocol,Brad Bird,"Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton",$209.40M,Action
Law Abiding Citizen,F. Gary Gray,"Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney",$73.34M,Action
Black Dynamite,Scott Sanders,"Michael Jai White, Arsenio Hall, Tommy Davidson, Phyllis Applegate",$0.23M,Action
Wonder Woman,Patty Jenkins,"Gal Gadot, Chris Pine, Robin Wright, Lucy Davis",$412.56M,Action
L'ennemi public n°1,Jean-François Richet,"Vincent Cassel, Ludivine Sagnier, Mathieu Amalric, Samuel Le Bihan",$0.28M,Action
A History of Violence,David Cronenberg,"Viggo Mortensen, Maria Bello, Ed Harris, William Hurt",$31.49M,Action
Spider-Man 2,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Alfred Molina, James Franco",$373.59M,Action
Open Range,Kevin Costner,"Kevin Costner, Robert Duvall, Diego Luna, Abraham Benrubi",$58.33M,Action
Master and Commander: The Far Side of the World,Peter Weir,"Russell Crowe, Paul Bettany, Billy Boyd, James D'Arcy",$93.93M,Action
X2,Bryan Singer,"Patrick Stewart, Hugh Jackman, Halle Berry, Ian McKellen",$214.95M,Action
Spider-Man,Sam Raimi,"Tobey Maguire, Kirsten Dunst, Willem Dafoe, James Franco",$403.71M,Action
The Rock,Michael Bay,"Sean Connery, Nicolas Cage, Ed Harris, John Spencer",$134.07M,Action
Thief,Michael Mann,"James Caan, Tuesday Weld, Willie Nelson, Jim Belushi",$11.49M,Action
Zui quan,Woo-Ping Yuen,"Jackie Chan, Siu-Tin Yuen, Jeong-lee Hwang, Dean Shek",Gross Unkown,Action
Superman,Richard Donner,"Christopher Reeve, Margot Kidder, Gene Hackman, Marlon Brando",$134.22M,Action
Get Carter,Mike Hodges,"Michael Caine, Ian Hendry, Britt Ekland, John Osborne",$0.39M,Action
Bullitt,Peter Yates,"Steve McQueen, Jacqueline Bisset, Robert Vaughn, Don Gordon",$42.30M,Action
From Russia with Love,Terence Young,"Sean Connery, Robert Shaw, Lotte Lenya, Daniela Bianchi",$24.80M,Action
El Camino: A Breaking Bad Movie,Vince Gilligan,"Aaron Paul, Jonathan Banks, Matt Jones, Charles Baker",Gross Unkown,Action
DC League of Super-Pets,"Directors:Jared Stern, Sam J. Levine","Dwayne Johnson, Kevin Hart, Kate McKinnon, John Krasinski",Gross Unkown,Animation
Tenet,Christopher Nolan,"John David Washington, Robert Pattinson, Elizabeth Debicki, Juhan Ulfsak",$58.46M,Action
Raya and the Last Dragon,"Directors:Don Hall, Carlos López Estrada, Paul Briggs, John Ripa","Kelly Marie Tran, Awkwafina, Gemma Chan, Izaac Wang",Gross Unkown,Animation
Patriots Day,Peter Berg,"Mark Wahlberg, Michelle Monaghan, J.K. Simmons, John Goodman",$31.89M,Action
13 Hours,Michael Bay,"John Krasinski, Pablo Schreiber, James Badge Dale, David Denman",$52.85M,Action
The Lego Batman Movie,Chris McKay,"Will Arnett, Michael Cera, Rosario Dawson, Ralph Fiennes",$175.75M,Animation
Okja,Bong Joon Ho,"Tilda Swinton, Paul Dano, Seo-hyun Ahn, Jake Gyllenhaal",Gross Unkown,Action
The Nice Guys,Shane Black,"Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer",$36.26M,Action
Avengers: Age of Ultron,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",$459.01M,Action
No Time to Die,Cary Joji Fukunaga,"Daniel Craig, Ana de Armas, Rami Malek, Léa Seydoux",$160.87M,Action
American Sniper,Clint Eastwood,"Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis",$350.13M,Action
The Accountant,Gavin O'Connor,"Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal",$86.26M,Action
Eye in the Sky,Gavin Hood,"Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi",$18.70M,Action
Black Panther,Ryan Coogler,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira",$700.06M,Action
Southpaw,Antoine Fuqua,"Jake Gyllenhaal, Rachel McAdams, Oona Laurence, Forest Whitaker",$52.42M,Action
Fast Five,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster",$209.84M,Action
The Next Three Days,Paul Haggis,"Russell Crowe, Elizabeth Banks, Liam Neeson, Michael Buie",$21.15M,Action
Bullet Train,David Leitch,"Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry",Gross Unkown,Action
Ghajini,A.R. Murugadoss,"Aamir Khan, Asin Thottumkal, Jiah Khan, Aamir Naik",$2.43M,Action
Master,Lokesh Kanagaraj,"Joseph Vijay, Vijay Sethupathi, Malavika Mohanan, Arjun Das",Gross Unkown,Action
Invictus,Clint Eastwood,"Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng",$37.49M,Action
Max Manus,"Directors:Joachim Rønning, Espen Sandberg","Aksel Hennie, Agnes Kittelsen, Nicolai Cleve Broch, Ken Duken",Gross Unkown,Action
Megamind,Tom McGrath,"Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey",$148.42M,Animation
The Adventures of Tintin,Steven Spielberg,"Jamie Bell, Andy Serkis, Daniel Craig, Simon Pegg",$77.59M,Animation
Der Baader Meinhof Komplex,Uli Edel,"Martina Gedeck, Moritz Bleibtreu, Johanna Wokalek, Bruno Ganz",$0.48M,Action
Ant-Man,Peyton Reed,"Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly",$180.20M,Action
Alita: Battle Angel,Robert Rodriguez,"Rosa Salazar, Christoph Waltz, Jennifer Connelly, Mahershala Ali",$85.71M,Action
Chi bi,John Woo,"Tony Chiu-Wai Leung, Takeshi Kaneshiro, Fengyi Zhang, Chang Chen",$0.63M,Action
Running Scared,Wayne Kramer,"Paul Walker, Cameron Bright, Chazz Palminteri, Vera Farmiga",$6.86M,Action
Pirates of the Caribbean: Dead Man's Chest,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport",$423.32M,Action
Layer Cake,Matthew Vaughn,"Daniel Craig, Sienna Miller, Michael Gambon, Tom Hardy",$2.34M,Action
Dawn of the Dead,Zack Snyder,"Sarah Polley, Ving Rhames, Mekhi Phifer, Jake Weber",$59.02M,Action
Siu Lam juk kau,Stephen Chow,"Stephen Chow, Wei Zhao, Yat-Fei Wong, Man-Tat Ng",$0.49M,Action
Equilibrium,Kurt Wimmer,"Christian Bale, Sean Bean, Emily Watson, Taye Diggs",$1.20M,Action
X-Men,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Famke Janssen",$157.30M,Action
The Negotiator,F. Gary Gray,"Samuel L. Jackson, Kevin Spacey, David Morse, Ron Rifkin",$44.48M,Action
Enemy of the State,Tony Scott,"Will Smith, Gene Hackman, Jon Voight, Lisa Bonet",$111.55M,Action
Starship Troopers,Paul Verhoeven,"Casper Van Dien, Denise Richards, Dina Meyer, Jake Busey",$54.81M,Action
Men in Black,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio",$250.69M,Action
Grosse Pointe Blank,George Armitage,"John Cusack, Minnie Driver, Dan Aykroyd, Joan Cusack",$28.01M,Action
Face/Off,John Woo,"John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola",$112.23M,Action
Crimson Tide,Tony Scott,"Gene Hackman, Denzel Washington, Matt Craven, George Dzundza",$91.40M,Action
True Lies,James Cameron,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton",$146.28M,Action
Speed,Jan de Bont,"Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton",$121.25M,Action
Nikita,Luc Besson,"Anne Parillaud, Marc Duret, Patrick Fontana, Alain Lathière",$5.02M,Action
Star Trek IV: The Voyage Home,Leonard Nimoy,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan",$109.71M,Action
To Live and Die in L.A.,William Friedkin,"William Petersen, Willem Dafoe, Jane Leeves, Cherise Bates",$17.31M,Action
The Karate Kid,John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove",$90.82M,Action
Beverly Hills Cop,Martin Brest,"Eddie Murphy, Judge Reinhold, John Ashton, Lisa Eilbacher",$234.76M,Action
Assault on Precinct 13,John Carpenter,"Austin Stoker, Darwin Joston, Laurie Zimmer, Martin West",Gross Unkown,Action
The Getaway,Sam Peckinpah,"Steve McQueen, Ali MacGraw, Ben Johnson, Sally Struthers",$36.73M,Action
Jason and the Argonauts,Don Chaffey,"Todd Armstrong, Nancy Kovack, Gary Raymond, Laurence Naismith",$4.58M,Action
The Suicide Squad,James Gunn,"Margot Robbie, Idris Elba, John Cena, Joel Kinnaman",Gross Unkown,Action
Anthropoid,Sean Ellis,"Jamie Dornan, Cillian Murphy, Brian Caspe, Karel Hermánek Jr.",$2.96M,Action
The Siege of Jadotville,Richie Smyth,"Richard Lukunku, Danny Sapani, Andrew Stock, Mark Strong",Gross Unkown,Action
Bajirao Mastani,Sanjay Leela Bhansali,"Ranveer Singh, Deepika Padukone, Priyanka Chopra Jonas, Tanvi Azmi",$6.56M,Action
La isla mínima,Alberto Rodríguez,"Javier Gutiérrez, Raúl Arévalo, María Varod, Perico Cervantes",Gross Unkown,Action
'71,Yann Demange,"Jack O'Connell, Sam Reid, Sean Harris, Paul Popplewell",$1.27M,Action
Holiday,A.R. Murugadoss,"Akshay Kumar, Sonakshi Sinha, Freddy Daruwala, Sumeet Raghavan",$0.71M,Action
Unbroken,Angelina Jolie,"Jack O'Connell, Miyavi, Domhnall Gleeson, Garrett Hedlund",$115.64M,Action
The Man from U.N.C.L.E.,Guy Ritchie,"Henry Cavill, Armie Hammer, Alicia Vikander, Elizabeth Debicki",$45.45M,Action
Kon-Tiki,"Directors:Joachim Rønning, Espen Sandberg","Pål Sverre Hagen, Anders Baasmo, Gustaf Skarsgård, Odd-Magnus Williamson",$1.52M,Action
War Horse,Steven Spielberg,"Jeremy Irvine, Emily Watson, David Thewlis, Benedict Cumberbatch",$79.88M,Action
Rise of the Guardians,Peter Ramsey,"Hugh Jackman, Alec Baldwin, Isla Fisher, Chris Pine",$103.41M,Animation
The Hunger Games,Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Stanley Tucci",$408.01M,Action
Kung Fu Panda 2,Jennifer Yuh Nelson,"Jack Black, Angelina Jolie, Jackie Chan, Dustin Hoffman",$165.25M,Animation
Harry Brown,Daniel Barber,"Michael Caine, Emily Mortimer, David Bradley, Charlie Creed-Miles",$1.82M,Action
Old Henry,Potsy Ponciroli,"Tim Blake Nelson, Scott Haze, Gavin Lewis, Trace Adkins",Gross Unkown,Action
21 Jump Street,"Directors:Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Ice Cube, Brie Larson",$138.45M,Action
VR (Vikrant Rona),Anup Bhandari,"Sudeep, Nirup Bhandari, Neetha Ashok, Jacqueline Fernandez",Gross Unkown,Action
Rango,Gore Verbinski,"Johnny Depp, Isla Fisher, Timothy Olyphant, Abigail Breslin",$123.48M,Animation
Prey,Dan Trachtenberg,"Amber Midthunder, Dakota Beavers, Dane DiLiegro, Stormee Kipp",Gross Unkown,Action
The Witcher: Nightmare of the Wolf,Kwang Il Han,"Theo James, Mary McDonnell, Lara Pulver, Graham McTavish",Gross Unkown,Animation
RocknRolla,Guy Ritchie,"Gerard Butler, Tom Wilkinson, Idris Elba, Thandiwe Newton",$5.69M,Action
Joheunnom nabbeunnom isanghannom,Jee-woon Kim,"Song Kang-ho, Lee Byung-hun, Jung Woo-sung, Je-mun Yun",$0.13M,Action
I Am Legend,Francis Lawrence,"Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield",$256.39M,Action
The Equalizer,Antoine Fuqua,"Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour",$101.53M,Action
Mongol,Sergei Bodrov,"Tadanobu Asano, Amadu Mamadakov, Khulan Chuluun, Honglei Sun",$5.70M,Action
Friday Night Lights,Peter Berg,"Billy Bob Thornton, Jay Hernandez, Derek Luke, Lucas Black",$61.26M,Action
Fainaru fantajî sebun adobento chirudoren,"Directors:Tetsuya Nomura, Takeshi Nozue","Takahiro Sakurai, Ayumi Ito, Shôtarô Morikubo, Maaya Sakamoto",Gross Unkown,Animation
Team America: World Police,Trey Parker,"Trey Parker, Matt Stone, Elle Russ, Kristen Miller",$32.79M,Action
The Life Aquatic with Steve Zissou,Wes Anderson,"Bill Murray, Owen Wilson, Anjelica Huston, Cate Blanchett",$24.01M,Action
King Kong,Peter Jackson,"Naomi Watts, Jack Black, Adrien Brody, Thomas Kretschmann",$218.08M,Action
Kingdom of Heaven,Ridley Scott,"Orlando Bloom, Eva Green, Liam Neeson, Martin Hancock",$47.40M,Action
The Matrix Reloaded,"Directors:Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving",$281.49M,Action
The Patriot,Roland Emmerich,"Mel Gibson, Heath Ledger, Joely Richardson, Jason Isaacs",$113.33M,Action
Arlington Road,Mark Pellington,"Jeff Bridges, Tim Robbins, Joan Cusack, Hope Davis",$24.36M,Action
Ronin,John Frankenheimer,"Robert De Niro, Jean Reno, Natascha McElhone, Stellan Skarsgård",$41.62M,Action
From Dusk Till Dawn,Robert Rodriguez,"Harvey Keitel, George Clooney, Juliette Lewis, Quentin Tarantino",$25.75M,Action
GoldenEye,Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen",$106.60M,Action
Natural Born Killers,Oliver Stone,"Woody Harrelson, Juliette Lewis, Tom Sizemore, Rodney Dangerfield",$50.28M,Action
In the Line of Fire,Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott",$102.31M,Action
Star Trek VI: The Undiscovered Country,Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan",$74.89M,Action
Point Break,Kathryn Bigelow,"Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty",$43.22M,Action
Lethal Weapon 2,Richard Donner,"Mel Gibson, Danny Glover, Joe Pesci, Patsy Kensit",$147.25M,Action
Willow,Ron Howard,"Val Kilmer, Joanne Whalley, Warwick Davis, Jean Marsh",$57.27M,Action
They Live,John Carpenter,"Roddy Piper, Keith David, Meg Foster, George 'Buck' Flower",$13.01M,Action
The Transformers: The Movie,Nelson Shin,"Orson Welles, Robert Stack, Leonard Nimoy, Norman Alden",$5.85M,Animation
The Hitcher,Robert Harmon,"Rutger Hauer, C. Thomas Howell, Jennifer Jason Leigh, Jeffrey DeMunn",$5.84M,Action
Big Trouble in Little China,John Carpenter,"Kurt Russell, Kim Cattrall, Dennis Dun, James Hong",$11.10M,Action
