name,genre,score,director,star,budget,gross
Watchmen,Action,7.6,Zack Snyder,Jackie Earle Haley,130000000.0,185382813.0
Fast & Furious,Action,6.6,Justin Lin,Vin Diesel,85000000.0,360366870.0
G.I. Joe: The Rise of Cobra,Action,5.8,Stephen Sommers,Dennis Quaid,175000000.0,302469017.0
The Hangover,Comedy,7.7,Todd Phillips,Zach Galifianakis,35000000.0,469310836.0
Harry Potter and the Half-Blood Prince,Action,7.6,David Yates,Daniel Radcliffe,250000000.0,934454096.0
He's Just Not That Into You,Comedy,6.4,Ken Kwapis,Ginnifer Goodwin,40000000.0,178866158.0
2012,Action,5.8,Roland Emmerich,John Cusack,200000000.0,791217826.0
The Lovely Bones,Drama,6.7,Peter Jackson,Rachel Weisz,65000000.0,93621340.0
State of Play,Crime,7.1,Kevin Macdonald,Russell Crowe,,87812371.0
Zombieland,Adventure,7.6,Ruben Fleischer,Jesse Eisenberg,23600000.0,102392080.0
500 Days of Summer,Comedy,7.7,Marc Webb,Zooey Deschanel,7500000.0,60800444.0
Sherlock Holmes,Action,7.6,Guy Ritchie,Robert Downey Jr.,90000000.0,524028679.0
District 9,Action,7.9,Neill Blomkamp,Sharlto Copley,30000000.0,210888950.0
The Blind Side,Biography,7.6,John Lee Hancock,Quinton Aaron,29000000.0,309208309.0
Up,Animation,8.2,Pete Docter,Edward Asner,175000000.0,735099102.0
X-Men Origins: Wolverine,Action,6.6,Gavin Hood,Hugh Jackman,150000000.0,373062864.0
Fantastic Mr. Fox,Animation,7.9,Wes Anderson,George Clooney,40000000.0,46474181.0
Brothers,Action,7.1,Jim Sheridan,Jake Gyllenhaal,26000000.0,43474578.0
Orphan,Horror,7.0,Jaume Collet-Serra,Vera Farmiga,,77912251.0
3 Idiots,Comedy,8.4,Rajkumar Hirani,Aamir Khan,,60262836.0
Fanboys,Adventure,6.6,Kyle Newman,Dan Fogler,3900000.0,961203.0
Transformers: Revenge of the Fallen,Action,6.0,Michael Bay,Shia LaBeouf,200000000.0,836303693.0
Up in the Air,Comedy,7.4,Jason Reitman,George Clooney,25000000.0,166842739.0
The Twilight Saga: New Moon,Adventure,4.7,Chris Weitz,Kristen Stewart,50000000.0,711025481.0
Antichrist,Drama,6.6,Lars von Trier,Willem Dafoe,11000000.0,7413863.0
Friday the 13th,Horror,5.5,Marcus Nispel,Jared Padalecki,19000000.0,91509154.0
The Princess and the Frog,Animation,7.1,Ron Clements,Anika Noni Rose,105000000.0,267045765.0
Terminator Salvation,Action,6.5,McG,Christian Bale,200000000.0,371353001.0
Coraline,Animation,7.7,Henry Selick,Dakota Fanning,60000000.0,124596837.0
Moon,Drama,7.8,Duncan Jones,Sam Rockwell,5000000.0,9760107.0
"I Love You, Man",Comedy,7.0,John Hamburg,Paul Rudd,40000000.0,91980359.0
Public Enemies,Biography,7.0,Michael Mann,Christian Bale,100000000.0,214104620.0
The Human Centipede (First Sequence),Horror,4.4,Tom Six,Dieter Laser,,325113.0
Law Abiding Citizen,Action,7.4,F. Gary Gray,Gerard Butler,50000000.0,127944208.0
The Proposal,Comedy,6.7,Anne Fletcher,Sandra Bullock,40000000.0,317375031.0
Mr. Nobody,Drama,7.8,Jaco Van Dormael,Jared Leto,47000000.0,3559160.0
Enter the Void,Drama,7.3,Gaspar Noé,Nathaniel Brown,16000000.0,775385.0
17 Again,Comedy,6.4,Burr Steers,Zac Efron,20000000.0,136316880.0
Knowing,Action,6.2,Alex Proyas,Nicolas Cage,50000000.0,183658498.0
Fired Up!,Comedy,6.1,Will Gluck,Eric Christian Olsen,20000000.0,18599102.0
Dogtooth,Drama,7.2,Yorgos Lanthimos,Christos Stergioglou,,676126.0
Angels & Demons,Action,6.7,Ron Howard,Tom Hanks,150000000.0,485930816.0
The Road,Drama,7.2,John Hillcoat,Viggo Mortensen,25000000.0,27639579.0
Whip It,Drama,6.9,Drew Barrymore,Elliot Page,15000000.0,16691303.0
The Secret in Their Eyes,Drama,8.2,Juan José Campanella,Ricardo Darín,2000000.0,35079650.0
Pandorum,Action,6.7,Christian Alvart,Dennis Quaid,33000000.0,20648328.0
Monsters vs. Aliens,Animation,6.4,Rob Letterman,Reese Witherspoon,175000000.0,381509870.0
Underworld: Rise of the Lycans,Action,6.6,Patrick Tatopoulos,Rhona Mitra,35000000.0,92158961.0
Couples Retreat,Comedy,5.5,Peter Billingsley,Vince Vaughn,70000000.0,171844840.0
Ondine,Drama,6.8,Neil Jordan,Colin Farrell,12000000.0,1790061.0
Drag Me to Hell,Horror,6.5,Sam Raimi,Alison Lohman,30000000.0,90842646.0
The Last House on the Left,Horror,6.5,Dennis Iliadis,Garret Dillahunt,15000000.0,45995223.0
The Girl with the Dragon Tattoo,Crime,7.8,Niels Arden Oplev,Michael Nyqvist,13000000.0,104414200.0
The Stepfather,Crime,5.6,Nelson McCormick,Penn Badgley,20000000.0,31198531.0
Where the Wild Things Are,Adventure,6.7,Spike Jonze,Max Records,100000000.0,100140916.0
Sorority Row,Horror,5.1,Stewart Hendler,Briana Evigan,12500000.0,27206120.0
Gamer,Action,5.8,Mark Neveldine,Gerard Butler,50000000.0,40828540.0
The Imaginarium of Doctor Parnassus,Adventure,6.8,Terry Gilliam,Christopher Plummer,30000000.0,61808775.0
Night at the Museum: Battle of the Smithsonian,Adventure,6.0,Shawn Levy,Ben Stiller,150000000.0,413106170.0
Year One,Comedy,4.9,Harold Ramis,Jack Black,60000000.0,62357900.0
Adventureland,Comedy,6.8,Greg Mottola,Jesse Eisenberg,,17164820.0
Precious,Drama,7.3,Lee Daniels,Gabourey Sidibe,10000000.0,63649529.0
The Time Traveler's Wife,Drama,7.1,Robert Schwentke,Eric Bana,39000000.0,101344412.0
Cloudy with a Chance of Meatballs,Animation,6.9,Phil Lord,Anna Faris,100000000.0,243006126.0
A Perfect Getaway,Drama,6.5,David Twohy,Milla Jovovich,14000000.0,22955544.0
Invictus,Biography,7.3,Clint Eastwood,Morgan Freeman,60000000.0,122426792.0
Mother,Crime,7.8,Bong Joon Ho,Hye-ja Kim,5000000.0,17203507.0
The Ugly Truth,Comedy,6.4,Robert Luketic,Katherine Heigl,38000000.0,321682600.0
The Invention of Lying,Comedy,6.4,Ricky Gervais,Ricky Gervais,18500000.0,32406507.0
The Fourth Kind,Horror,5.9,Olatunde Osunsanmi,Milla Jovovich,10000000.0,47719794.0
A Serious Man,Comedy,7.1,Ethan Coen,Michael Stuhlbarg,7000000.0,31430334.0
Extract,Comedy,6.1,Mike Judge,Jason Bateman,8000000.0,10848783.0
The Collector,Horror,6.4,Marcus Dunstan,Josh Stewart,6000000.0,10234475.0
Ninja Assassin,Action,6.3,James McTeigue,Rain,40000000.0,61601280.0
The Men Who Stare at Goats,Comedy,6.2,Grant Heslov,Ewan McGregor,25000000.0,69095771.0
Land of the Lost,Action,5.3,Brad Silberling,Will Ferrell,100000000.0,68777554.0
A Single Man,Drama,7.5,Tom Ford,Colin Firth,7000000.0,24964890.0
Now & Later,Drama,5.1,Philippe Diaz,Keller Wortham,,1808.0
Pirate Radio,Comedy,7.4,Richard Curtis,Philip Seymour Hoffman,50000000.0,36348784.0
Dragonball Evolution,Action,2.5,James Wong,Justin Chatwin,30000000.0,55720772.0
Spread,Comedy,5.8,David Mackenzie,Ashton Kutcher,,12035862.0
Case 39,Horror,6.2,Christian Alvart,Renée Zellweger,26000000.0,28190603.0
The Taking of Pelham 123,Action,6.4,Tony Scott,Denzel Washington,100000000.0,150166126.0
It's Complicated,Comedy,6.5,Nancy Meyers,Meryl Streep,85000000.0,219103655.0
Halloween II,Horror,4.8,Rob Zombie,Scout Taylor-Compton,15000000.0,39421467.0
The Final Destination,Action,5.2,David R. Ellis,Nick Zano,40000000.0,186167139.0
Chloe,Drama,6.3,Atom Egoyan,Julianne Moore,14000000.0,13657649.0
Agora,Adventure,7.2,Alejandro Amenábar,Rachel Weisz,70000000.0,39457342.0
The Joneses,Comedy,6.4,Derrick Borte,Demi Moore,10000000.0,7043835.0
Daybreakers,Action,6.4,Michael Spierig,Ethan Hawke,20000000.0,51417188.0
An Education,Drama,7.3,Lone Scherfig,Carey Mulligan,7500000.0,26096852.0
Crazy Heart,Drama,7.2,Scott Cooper,Jeff Bridges,7000000.0,47405566.0
Ice Age: Dawn of the Dinosaurs,Animation,6.9,Carlos Saldanha,Ray Romano,90000000.0,886686817.0
Crank: High Voltage,Action,6.2,Mark Neveldine,Jason Statham,20000000.0,34572541.0
The International,Action,6.5,Tom Tykwer,Clive Owen,50000000.0,60253843.0
The Uninvited,Drama,6.3,Charles Guard,Emily Browning,,41633384.0
My Bloody Valentine,Horror,5.4,Patrick Lussier,Jensen Ackles,15000000.0,100734718.0
Julie & Julia,Biography,7.0,Nora Ephron,Amy Adams,40000000.0,129540522.0
Confessions of a Shopaholic,Comedy,5.9,P.J. Hogan,Isla Fisher,,108394089.0
Race to Witch Mountain,Action,5.7,Andy Fickman,Dwayne Johnson,65000000.0,106387141.0
9,Animation,7.1,Shane Acker,Elijah Wood,30000000.0,48428063.0
The Young Victoria,Biography,7.3,Jean-Marc Vallée,Emily Blunt,35000000.0,29196409.0
Splice,Drama,5.7,Vincenzo Natali,Adrien Brody,30000000.0,27127620.0
A Prophet,Crime,7.9,Jacques Audiard,Tahar Rahim,13000000.0,17874044.0
My Sister's Keeper,Drama,7.4,Nick Cassavetes,Cameron Diaz,30000000.0,95714875.0
Bride Wars,Comedy,5.5,Gary Winick,Kate Hudson,30000000.0,115375850.0
Surrogates,Action,6.3,Jonathan Mostow,Bruce Willis,80000000.0,122444772.0
Valhalla Rising,Action,6.1,Nicolas Winding Refn,Mads Mikkelsen,,282737.0
Funny People,Comedy,6.3,Judd Apatow,Adam Sandler,75000000.0,71585235.0
Saw VI,Horror,6.0,Kevin Greutert,Tobin Bell,11000000.0,68234154.0
Fish Tank,Drama,7.3,Andrea Arnold,Katie Jarvis,3000000.0,2404300.0
Push,Action,6.1,Paul McGuigan,Camilla Belle,38000000.0,48858618.0
After.Life,Drama,5.9,Agnieszka Wojtowicz-Vosloo,Christina Ricci,4500000.0,2425535.0
Nine,Drama,5.8,Rob Marshall,Daniel Day-Lewis,80000000.0,54004950.0
Obsessed,Drama,5.0,Steve Shill,Beyoncé,20000000.0,73830347.0
Paul Blart: Mall Cop,Action,5.2,Steve Carr,Kevin James,26000000.0,183348429.0
The Box,Drama,5.6,Richard Kelly,Cameron Diaz,30000000.0,33334176.0
Everybody's Fine,Adventure,7.1,Kirk Jones,Robert De Niro,21000000.0,16443609.0
Brüno,Comedy,5.8,Larry Charles,Sacha Baron Cohen,42000000.0,138805831.0
"I Love You, Beth Cooper",Comedy,5.3,Chris Columbus,Hayden Panettiere,18000000.0,15821907.0
The Unborn,Drama,4.8,David S. Goyer,Odette Annable,16000000.0,76514050.0
Thirst,Drama,7.1,Park Chan-Wook,Kang-ho Song,5000000.0,13085023.0
Notorious,Biography,6.7,George Tillman Jr.,Jamal Woolard,20000000.0,44420167.0
Serious Moonlight,Comedy,5.4,Cheryl Hines,Meg Ryan,,348327.0
All About Steve,Comedy,4.8,Phil Traill,Sandra Bullock,15000000.0,40105542.0
Old Dogs,Comedy,5.3,Walt Becker,Robin Williams,35000000.0,96753696.0
Nowhere Boy,Biography,7.1,Sam Taylor-Johnson,Aaron Taylor-Johnson,,6577779.0
The Girlfriend Experience,Drama,5.5,Steven Soderbergh,Sasha Grey,1700000.0,1060941.0
The Girl Who Played with Fire,Action,7.2,Daniel Alfredson,Noomi Rapace,,67153225.0
Ghosts of Girlfriends Past,Comedy,5.8,Mark Waters,Matthew McConaughey,37500000.0,102366815.0
The Haunting in Connecticut,Drama,5.9,Peter Cornwell,Virginia Madsen,10000000.0,77578320.0
I Love You Phillip Morris,Biography,6.6,Glenn Ficarra,Jim Carrey,13000000.0,20768906.0
Bad Lieutenant: Port of Call New Orleans,Crime,6.6,Werner Herzog,Nicolas Cage,25000000.0,10606422.0
Black Dynamite,Action,7.4,Scott Sanders,Michael Jai White,2900000.0,296557.0
Brooklyn's Finest,Action,6.7,Antoine Fuqua,Richard Gere,17000000.0,45719985.0
In the Loop,Comedy,7.4,Armando Iannucci,Tom Hollander,,7787487.0
The White Ribbon,Drama,7.8,Michael Haneke,Christian Friedel,18000000.0,19319671.0
The Boondock Saints II: All Saints Day,Action,6.3,Troy Duffy,Sean Patrick Flanery,8000000.0,10629321.0
Whatever Works,Comedy,7.1,Woody Allen,Evan Rachel Wood,15000000.0,36020534.0
Hannah Montana: The Movie,Comedy,4.6,Peter Chelsom,Miley Cyrus,30000000.0,155545279.0
Darbareye Elly,Drama,8.0,Asghar Farhadi,Golshifteh Farahani,,879422.0
Alvin and the Chipmunks: the Squeakquel,Animation,4.5,Betty Thomas,Jason Lee,75000000.0,443140005.0
12 Rounds,Action,5.6,Renny Harlin,John Cena,22000000.0,17280326.0
Survival of the Dead,Comedy,4.9,George A. Romero,Alan Van Sprang,4000000.0,386078.0
Fame,Comedy,5.1,Kevin Tancharoen,Kelsey Grammer,18000000.0,77211836.0
I Am Love,Drama,7.0,Luca Guadagnino,Tilda Swinton,,12014663.0
The House of the Devil,Horror,6.4,Ti West,Jocelin Donahue,900000.0,101215.0
Middle Men,Comedy,6.8,George Gallo,Luke Wilson,20000000.0,754301.0
Astro Boy,Animation,6.3,David Bowers,Freddie Highmore,65000000.0,39886986.0
Carriers,Adventure,6.0,David Pastor,Chris Pine,,5805279.0
My Life in Ruins,Comedy,5.9,Donald Petrie,Nia Vardalos,17000000.0,20458873.0
G-Force,Animation,5.1,Hoyt Yeatman,Will Arnett,150000000.0,292817898.0
Did You Hear About the Morgans?,Comedy,4.9,Marc Lawrence,Hugh Grant,58000000.0,85280250.0
Away We Go,Adventure,7.0,Sam Mendes,John Krasinski,17000000.0,15779455.0
Love Happens,Drama,5.7,Brandon Camp,Jennifer Aniston,18000000.0,36088028.0
The Girl Who Kicked the Hornet's Nest,Crime,7.3,Daniel Alfredson,Michael Nyqvist,,44276335.0
Youth in Revolt,Comedy,6.4,Miguel Arteta,Michael Cera,18000000.0,19651093.0
Observe and Report,Comedy,5.8,Jody Hill,Seth Rogen,18000000.0,26973554.0
Bright Star,Biography,6.9,Jane Campion,Abbie Cornish,8500000.0,14374652.0
Harry Brown,Action,7.2,Daniel Barber,Michael Caine,7300000.0,10371451.0
Duplicity,Comedy,6.2,Tony Gilroy,Julia Roberts,60000000.0,78176181.0
The Pink Panther 2,Action,5.6,Harald Zwart,Steve Martin,70000000.0,76025134.0
The Informant!,Biography,6.4,Steven Soderbergh,Matt Damon,22000000.0,41771168.0
The Answer Man,Comedy,6.4,John Hindman,Jeff Daniels,,26676.0
Planet 51,Animation,6.0,Jorge Blanco,Dwayne Johnson,70000000.0,105647102.0
Crossing Over,Crime,6.7,Wayne Kramer,Harrison Ford,19000000.0,3676533.0
Madea Goes to Jail,Comedy,4.5,Tyler Perry,Tyler Perry,,90508336.0
A Christmas Carol,Animation,6.8,Robert Zemeckis,Jim Carrey,200000000.0,325286646.0
Sin Nombre,Adventure,7.6,Cary Joji Fukunaga,Paulina Gaitan,,5102705.0
City Island,Comedy,7.4,Raymond De Felitta,Andy Garcia,6000000.0,7878856.0
Coco Before Chanel,Biography,6.7,Anne Fontaine,Audrey Tautou,23000000.0,50812934.0
Dead Snow,Comedy,6.3,Tommy Wirkola,Jeppe Beck Laursen,800000.0,2166797.0
Summer Wars,Animation,7.5,Mamoru Hosoda,Ryûnosuke Kamiki,,18434328.0
The Messenger,Drama,7.1,Oren Moverman,Ben Foster,6500000.0,1595417.0
Bitch Slap,Action,4.5,Rick Jacobson,Julia Voth,,439587.0
The Soloist,Biography,6.7,Joe Wright,Jamie Foxx,60000000.0,38332994.0
World's Greatest Dad,Comedy,6.9,Bobcat Goldthwait,Robin Williams,,221805.0
Whiteout,Action,5.5,Dominic Sena,Kate Beckinsale,35000000.0,17976667.0
Beyond a Reasonable Doubt,Crime,5.9,Peter Hyams,Jesse Metcalfe,25000000.0,4515258.0
Paper Man,Comedy,6.6,Kieran Mulroney,Jeff Daniels,,13514.0
The Secret of Kells,Animation,7.6,Tomm Moore,Evan McGuire,8000000.0,1803412.0
The Disappearance of Alice Creed,Crime,6.7,J Blakeson,Gemma Arterton,800000.0,896919.0
"The Goods: Live Hard, Sell Hard",Comedy,5.8,Neal Brennan,Jeremy Piven,10000000.0,15300885.0
Miss March,Comedy,5.0,Zach Cregger,Zach Cregger,6000000.0,4591629.0
Cirque du Freak: the Vampire's Assistant,Action,5.8,Paul Weitz,Chris Massoglia,40000000.0,39291383.0
Aliens in the Attic,Adventure,5.4,John Schultz,Ashley Tisdale,45000000.0,57881056.0
Street Fighter: The Legend of Chun-Li,Action,3.7,Andrzej Bartkowiak,Kristin Kreuk,18000000.0,12764201.0
Daniel and Ana,Drama,6.1,Michel Franco,Dario Yazbek Bernal,,2372.0
Broken Embraces,Drama,7.2,Pedro Almodóvar,Penélope Cruz,18000000.0,37472736.0
Fighting,Action,5.6,Dito Montiel,Channing Tatum,,32482728.0
The Damned United,Biography,7.5,Tom Hooper,Colm Meaney,10000000.0,4091378.0
Gentlemen Broncos,Adventure,6.2,Jared Hess,Michael Angarano,10000000.0,118492.0
Chéri,Comedy,6.2,Stephen Frears,Michelle Pfeiffer,23000000.0,9368242.0
Tanner Hall,Drama,5.8,Francesca Gregorini,Rooney Mara,3000000.0,5073.0
Cracks,Drama,6.7,Jordan Scott,Eva Green,,101860.0
[Rec]²,Horror,6.5,Jaume Balagueró,Jonathan D. Mellor,5600000.0,18853164.0
Inception,Action,8.8,Christopher Nolan,Leonardo DiCaprio,160000000.0,836836967.0
Iron Man 2,Action,7.0,Jon Favreau,Robert Downey Jr.,200000000.0,623933331.0
Shutter Island,Mystery,8.2,Martin Scorsese,Leonardo DiCaprio,80000000.0,294805697.0
Scott Pilgrim vs. the World,Action,7.5,Edgar Wright,Michael Cera,60000000.0,48917974.0
Grown Ups,Comedy,5.9,Dennis Dugan,Adam Sandler,80000000.0,271457301.0
She's Out of My League,Comedy,6.4,Jim Field Smith,Jay Baruchel,20000000.0,49779728.0
Kick-Ass,Action,7.6,Matthew Vaughn,Aaron Taylor-Johnson,30000000.0,96188903.0
Black Swan,Drama,8.0,Darren Aronofsky,Natalie Portman,13000000.0,329398046.0
The Town,Crime,7.5,Ben Affleck,Ben Affleck,37000000.0,154026136.0
Harry Potter and the Deathly Hallows: Part 1,Adventure,7.7,David Yates,Daniel Radcliffe,,977043483.0
Flipped,Comedy,7.7,Rob Reiner,Madeline Carroll,14000000.0,4324817.0
The Social Network,Biography,7.7,David Fincher,Jesse Eisenberg,40000000.0,224920375.0
Robin Hood,Action,6.6,Ridley Scott,Russell Crowe,200000000.0,321669741.0
Monsters,Adventure,6.4,Gareth Edwards,Scoot McNairy,500000.0,5060438.0
Insidious,Horror,6.8,James Wan,Patrick Wilson,1500000.0,99557032.0
Tangled,Animation,7.7,Nathan Greno,Mandy Moore,260000000.0,592462816.0
RED,Action,7.0,Robert Schwentke,Bruce Willis,58000000.0,199006387.0
I Spit on Your Grave,Horror,6.3,Steven R. Monroe,Sarah Butler,2000000.0,1278650.0
The Last Airbender,Action,4.0,M. Night Shyamalan,Noah Ringer,150000000.0,319713881.0
How to Train Your Dragon,Animation,8.1,Dean DeBlois,Jay Baruchel,165000000.0,494879471.0
The American,Crime,6.3,Anton Corbijn,George Clooney,20000000.0,67876281.0
Incendies,Drama,8.3,Denis Villeneuve,Lubna Azabal,6800000.0,7099598.0
Sex and the City 2,Comedy,4.5,Michael Patrick King,Sarah Jessica Parker,100000000.0,290745055.0
Burlesque,Drama,6.4,Steve Antin,Cher,55000000.0,89520336.0
Alice in Wonderland,Adventure,6.4,Tim Burton,Mia Wasikowska,200000000.0,1025468216.0
Despicable Me,Animation,7.6,Pierre Coffin,Steve Carell,69000000.0,543113985.0
Love & Other Drugs,Comedy,6.7,Edward Zwick,Jake Gyllenhaal,30000000.0,102820008.0
True Grit,Drama,7.6,Ethan Coen,Jeff Bridges,38000000.0,252276927.0
The Tourist,Action,6.0,Florian Henckel von Donnersmarck,Johnny Depp,100000000.0,278780441.0
The Twilight Saga: Eclipse,Action,5.0,David Slade,Kristen Stewart,68000000.0,698491347.0
Percy Jackson & the Olympians: The Lightning Thief,Adventure,5.9,Chris Columbus,Logan Lerman,95000000.0,226497209.0
Clash of the Titans,Action,5.8,Louis Leterrier,Sam Worthington,125000000.0,493214993.0
The Book of Eli,Action,6.9,Albert Hughes,Denzel Washington,80000000.0,157107755.0
Blue Valentine,Drama,7.3,Derek Cianfrance,Ryan Gosling,1000000.0,15440333.0
Knight and Day,Action,6.3,James Mangold,Tom Cruise,117000000.0,261989769.0
Piranha 3D,Comedy,5.4,Alexandre Aja,Elisabeth Shue,24000000.0,83188165.0
127 Hours,Biography,7.5,Danny Boyle,James Franco,18000000.0,60738797.0
The Expendables,Action,6.5,Sylvester Stallone,Sylvester Stallone,80000000.0,274470394.0
The Other Guys,Action,6.6,Adam McKay,Will Ferrell,100000000.0,170458922.0
TRON: Legacy,Action,6.8,Joseph Kosinski,Jeff Bridges,170000000.0,400063852.0
Life as We Know It,Comedy,6.5,Greg Berlanti,Katherine Heigl,38000000.0,105734416.0
I Saw the Devil,Action,7.8,Jee-woon Kim,Lee Byung-hun,,12966357.0
Toy Story 3,Animation,8.2,Lee Unkrich,Tom Hanks,200000000.0,1066970811.0
The Next Three Days,Action,7.3,Paul Haggis,Russell Crowe,30000000.0,67448651.0
Easy A,Comedy,7.0,Will Gluck,Emma Stone,8000000.0,75026327.0
The King's Speech,Biography,8.0,Tom Hooper,Colin Firth,15000000.0,427374317.0
The Fighter,Biography,7.8,David O. Russell,Mark Wahlberg,25000000.0,129190869.0
Machete,Action,6.6,Ethan Maniquis,Danny Trejo,10500000.0,45491656.0
The Debt,Drama,6.8,John Madden,Helen Mirren,20000000.0,45636368.0
Megamind,Animation,7.2,Tom McGrath,Will Ferrell,130000000.0,321885765.0
The Losers,Action,6.3,Sylvain White,Idris Elba,25000000.0,29397654.0
Unstoppable,Action,6.8,Tony Scott,Denzel Washington,100000000.0,167805466.0
The Karate Kid,Action,6.2,Harald Zwart,Jackie Chan,40000000.0,359126022.0
Eat Pray Love,Biography,5.8,Ryan Murphy,Julia Roberts,60000000.0,204594016.0
Centurion,Action,6.3,Neil Marshall,Michael Fassbender,12000000.0,6890432.0
The A-Team,Action,6.7,Joe Carnahan,Liam Neeson,110000000.0,177238796.0
Animal Kingdom,Crime,7.3,David Michôd,James Frecheville,,7209912.0
Hot Tub Time Machine,Comedy,6.4,Steve Pink,John Cusack,36000000.0,64780213.0
Prince of Persia: the Sands of Time,Action,6.6,Mike Newell,Jake Gyllenhaal,200000000.0,336365676.0
Diary of a Wimpy Kid,Animation,6.2,Thor Freudenthal,Zachary Gordon,15000000.0,76196538.0
Never Let Me Go,Drama,7.1,Mark Romanek,Keira Knightley,15000000.0,9918093.0
Predators,Action,6.4,Nimród Antal,Adrien Brody,40000000.0,127233108.0
Buried,Drama,7.0,Rodrigo Cortés,Ryan Reynolds,3000000.0,19439764.0
Legion,Action,5.3,Scott Stewart,Paul Bettany,26000000.0,67918658.0
Remember Me,Drama,7.1,Allen Coulter,Robert Pattinson,16000000.0,56032889.0
Jonah Hex,Action,4.7,Jimmy Hayward,Josh Brolin,47000000.0,10903312.0
Salt,Action,6.4,Phillip Noyce,Angelina Jolie,110000000.0,293503354.0
Morning Glory,Comedy,6.5,Roger Michell,Rachel McAdams,40000000.0,60040976.0
Winter's Bone,Drama,7.2,Debra Granik,Jennifer Lawrence,2000000.0,13796834.0
A Nightmare on Elm Street,Crime,5.2,Samuel Bayer,Jackie Earle Haley,35000000.0,115695182.0
Resident Evil: Afterlife,Action,5.8,Paul W.S. Anderson,Milla Jovovich,60000000.0,300228084.0
Takers,Action,6.2,John Luessenhop,Chris Brown,32000000.0,80205382.0
Boy,Comedy,7.5,Taika Waititi,James Rolleston,,43551154.0
The Way Back,Adventure,7.3,Peter Weir,Jim Sturgess,30000000.0,24172201.0
Killers,Action,5.5,Robert Luketic,Katherine Heigl,75000000.0,98159963.0
Tucker and Dale vs Evil,Comedy,7.5,Eli Craig,Tyler Labine,,5224938.0
Due Date,Comedy,6.5,Todd Phillips,Robert Downey Jr.,65000000.0,211780824.0
Devil,Horror,6.2,John Erick Dowdle,Chris Messina,10000000.0,62695489.0
Green Zone,Action,6.8,Paul Greengrass,Matt Damon,100000000.0,154711438.0
Faster,Action,6.4,George Tillman Jr.,Dwayne Johnson,24000000.0,35626958.0
Super,Action,6.7,James Gunn,Rainn Wilson,2500000.0,422618.0
It's Kind of a Funny Story,Comedy,7.1,Anna Boden,Keir Gilchrist,8000000.0,6491240.0
The Crazies,Horror,6.5,Breck Eisner,Radha Mitchell,20000000.0,54806823.0
Shrek Forever After,Animation,6.3,Mike Mitchell,Mike Myers,165000000.0,752600867.0
The Chronicles of Narnia: the Voyage of the Dawn Treader,Adventure,6.3,Michael Apted,Ben Barnes,155000000.0,415686217.0
Saw: The Final Chapter,Crime,5.6,Kevin Greutert,Tobin Bell,,
Let Me In,Drama,7.1,Matt Reeves,Kodi Smit-McPhee,20000000.0,27093592.0
The Wolfman,Drama,5.8,Joe Johnston,Benicio Del Toro,,
The Kids Are All Right,Comedy,7.0,Lisa Cholodenko,Annette Bening,4000000.0,34758951.0
Date Night,Comedy,6.3,Shawn Levy,Steve Carell,55000000.0,152263880.0
Leap Year,Comedy,6.5,Anand Tucker,Amy Adams,19000000.0,32686500.0
Four Lions,Comedy,7.3,Christopher Morris,Will Adamsdale,,6149356.0
Little Fockers,Comedy,5.5,Paul Weitz,Ben Stiller,100000000.0,310650585.0
The Runaways,Biography,6.5,Floria Sigismondi,Kristen Stewart,10000000.0,4681651.0
The Sorcerer's Apprentice,Action,6.1,Jon Turteltaub,Nicolas Cage,150000000.0,215283742.0
MacGruber,Action,5.5,Jorma Taccone,Will Forte,10000000.0,9322895.0
Frozen,Adventure,6.1,Adam Green,Shawn Ashmore,,3843774.0
Beyond the Black Rainbow,Horror,6.0,Panos Cosmatos,Eva Bourne,,56491.0
The Ghost Writer,Crime,7.2,Roman Polanski,Ewan McGregor,45000000.0,60331447.0
Skyline,Action,4.4,Colin Strause,Eric Balfour,10000000.0,66984887.0
Uncle Boonmee Who Can Recall His Past Lives,Drama,6.7,Apichatpong Weerasethakul,Thanapat Saisaymar,,1214424.0
Edge of Darkness,Action,6.6,Martin Campbell,Mel Gibson,80000000.0,81126522.0
The Man from Nowhere,Action,7.8,Jeong-beom Lee,Won Bin,,44723232.0
Ramona and Beezus,Comedy,6.5,Elizabeth Allen Rosenbaum,Joey King,15000000.0,27293743.0
Trollhunter,Drama,7.0,André Øvredal,Otto Jespersen,,5341098.0
Valentine's Day,Comedy,5.7,Garry Marshall,Julia Roberts,52000000.0,216485654.0
Letters to Juliet,Adventure,6.5,Gary Winick,Amanda Seyfried,30000000.0,79628830.0
Dear John,Drama,6.3,Lasse Hallström,Channing Tatum,25000000.0,114984666.0
Get Him to the Greek,Comedy,6.3,Nicholas Stoller,Jonah Hill,40000000.0,91720255.0
Dinner for Schmucks,Comedy,5.9,Jay Roach,Steve Carell,69000000.0,86855739.0
How Do You Know,Comedy,5.4,James L. Brooks,Reese Witherspoon,120000000.0,48668907.0
The Secret World of Arrietty,Animation,7.6,Hiromasa Yonebayashi,Amy Poehler,23000000.0,149411550.0
Gulliver's Travels,Adventure,4.9,Rob Letterman,Jack Black,112000000.0,237382724.0
Submarine,Comedy,7.3,Richard Ayoade,Craig Roberts,,3875173.0
Tooth Fairy,Comedy,5.0,Michael Lembeck,Dwayne Johnson,48000000.0,112462508.0
